"","X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
"16966",16966,2021,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","116","Steeles",6
"16967",16967,2019,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","111","Rockcliffe-Smythe",4
"16968",16968,2017,"D23","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",183
"16969",16969,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","NSA","NSA",2
"16970",16970,2015,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","153","Avondale",36
"16971",16971,2017,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","83","Dufferin Grove",45
"16972",16972,2018,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","170","Yonge-Bay Corridor",830
"16973",16973,2015,"D12","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","112","Beechborough-Greenbrook",241
"16974",16974,2015,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","70","South Riverdale",1
"16975",16975,2017,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","108","Briar Hill-Belgravia",1
"16976",16976,2019,"D14","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","162","West Queen West",12
"16977",16977,2020,"D51","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","166","St Lawrence-East Bayfront-The Islands",4
"16978",16978,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","142","Woburn North",7
"16979",16979,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","153","Avondale",61
"16980",16980,2021,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","147","L'Amoreaux West",9
"16981",16981,2020,"D51","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","71","Cabbagetown-South St.James Town",251
"16982",16982,2021,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","63","The Beaches",1
"16983",16983,2018,"D52","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","170","Yonge-Bay Corridor",134
"16984",16984,2017,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","116","Steeles",40
"16985",16985,2014,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","174","South Eglinton-Davisville",322
"16986",16986,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","48","Hillcrest Village",1
"16987",16987,2014,"D31","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","21","Humber Summit",2
"16988",16988,2015,"D23","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","2","Mount Olive-Silverstone-Jamestown",332
"16989",16989,2017,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","167","Church-Wellesley",43
"16990",16990,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","149","Parkwoods-O'Connor Hills",64
"16991",16991,2016,"D55","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","68","North Riverdale",2
"16992",16992,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","58","Old East York",1
"16993",16993,2017,"D41","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","121","Oakridge",1
"16994",16994,2016,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","71","Cabbagetown-South St.James Town",1
"16995",16995,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","103","Lawrence Park South",53
"16996",16996,2015,"D43","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","NSA","NSA",1
"16997",16997,2018,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","44","Flemingdon Park",6
"16998",16998,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","11","Eringate-Centennial-West Deane",100
"16999",16999,2019,"D41","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","124","Kennedy Park",70
"17000",17000,2014,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","128","Agincourt South-Malvern West",56
"17001",17001,2016,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","NSA","NSA",2
"17002",17002,2019,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","43","Victoria Village",1
"17003",17003,2015,"D12","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","110","Keelesdale-Eglinton West",1
"17004",17004,2017,"D22","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","16","Stonegate-Queensway",2
"17005",17005,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","100","Yonge-Eglinton",227
"17006",17006,2022,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","52","Bayview Village",1
"17007",17007,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","44","Flemingdon Park",50
"17008",17008,2014,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","164","Wellington Place",330
"17009",17009,2018,"D14","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","95","Annex",11
"17010",17010,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","129","Agincourt North",247
"17011",17011,2021,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","130","Milliken",533
"17012",17012,2022,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","119","Wexford/Maryvale",21
"17013",17013,2019,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",1
"17014",17014,2020,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","81","Trinity-Bellwoods",166
"17015",17015,2017,"D41","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","125","Ionview",31
"17016",17016,2020,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","91","Weston-Pelham Park",1
"17017",17017,2015,"D31","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","25","Glenfield-Jane Heights",3
"17018",17018,2021,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","169","Bay-Cloverhill",5
"17019",17019,2018,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","91","Weston-Pelham Park",15
"17020",17020,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","48","Hillcrest Village",58
"17021",17021,2014,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","95","Annex",29
"17022",17022,2022,"D11","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","90","Junction Area",20
"17023",17023,2017,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","139","Scarborough Village",201
"17024",17024,2019,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","169","Bay-Cloverhill",12
"17025",17025,2018,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","79","University",1
"17026",17026,2020,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","23","Pelmo Park-Humberlea",22
